initials,todays_date,mouse_id,sex,strain,genotype,bd,sac_date,disposition_notes,treatment,date_of_first_treatment,treatment_duration,injection_date,virus_1,virus_2,virus_3,evidence_of_tumor,date_tumor_reported,dox_tx,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,age_at_sac,drug_treatment,reason_for_sac,start_of_treatment,treatment_length,rcas_injection,injection_route,age_at_tumor_onset,todays_date_original,sac_date_original,injection_date_original,date_tumor_reported_original
CM,2022-11-28,32199-00,F,GFP,GFP,2022-10-12,2022-11-28,"Healthy; This mouse was sac'd at the end of an MTD experiment - Paxalisib (10mg/mL), Encorafenib (20mg/mL), Binimetinib (25mg/mL) - 1 dose per day. A cardiac puncture was performed to collect blood.",,,,,,,,No,,,"Brain, Lung, Heart, Liver, Spleen",No,Yes,,,,,47,,,,,,,,44893,44893,,
CM,2022-11-28,32259-01,F,GFP,GFP,2022-10-15,2022-11-28,"Healthy; This mouse was sac'd at the end of an MTD experiment - Paxalisib (10mg/mL), Encorafenib (20mg/mL), Binimetinib (25mg/mL) - 1 dose per day. A cardiac puncture was performed to collect blood.",,,,,,,,No,,,"Brain, Lung, Heart, Liver, Spleen",No,Yes,,,,,44,,,,,,,,44893,44893,,
KC,2022-11-22,31941-10 (bl),F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-21,2022-11-22,"Head bulge, hunched back, lethargic; Mushy Brain, Frail Skull, discoloration on underside of brain",,,,2022-09-23,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,Brain,No,Yes,HCI-22-31941,,,,62,,,,,Yes,Intracranial,,44887,44887,44827,
KC,2022-11-18,32019-01 (wh),F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-27,2022-11-18,"scruffy, head bulge, not opening right eye; Brain was mushy and enlarged, skull frail, clear yellow fluid leaked out upon opening skull",,,,2022-09-28,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,Brain,No,Yes,,,,,52,,,,,Yes,Intracranial,,44883,44883,44832,
KC,2022-11-17,31943-11 (bl),M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-21,2022-11-17,"Not moving, face laying into bedding, hunching, heavy breathing, very slight head bulge; Brain was mushy and enlarged",,,,2022-09-23,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,Brain,No,Yes,,,,,57,,,,,Yes,Intracranial,,44882,44882,44827,
CMM,2022-11-11,31599-01,M,GFP,GFP,2022-08-26,2022-11-11,"scruffy, slight hunch, decreased movement; Mouse had to be sac'd because of toxicity due to overdosing",,,,,,,,No,,,"Brain, Lung, Liver, Spleen",No,Yes,,,,,77,,,,,No,,,44876,44876,,
CMM,2022-11-11,31765-10,F,DCT-TVA,DCT-TVA,2022-09-09,2022-11-10,"scruffy, weight loss, squinting, not moving, barely breathing; Mouse had to be sac'd because of toxicity due to overdosing",,,,,,,,No,,,"Brain, Lung, Liver",No,Yes,,,,,62,,,,,No,,,44876,44875,,
CMM,2022-11-10,31592-00,M,GFP,GFP,2022-08-26,2022-11-09,"scruffy, weight loss, squinting, not moving, barely breathing; Mouse had to be sac'd because of toxicity due to overdosing",,,,,,,,No,,,"Brain, Lung, Liver",No,Yes,,,,,75,,,,,No,,,44875,44874,,
CMM,2022-11-10,31595-00,F,GFP,GFP,2022-08-26,2022-11-08,"scruffy, weight loss, squinting, not moving, barely breathing; Mouse had to be sac'd because of toxicity due to overdosing",,,,,,,,No,,,"Brain, Lung, Liver",No,Yes,,,,,74,,,,,No,,,44875,44873,,
CMM,2022-11-10,31596-01,F,GFP,GFP,2022-08-26,2022-11-08,"scruffy, weight loss, squinting, not moving, barely breathing; Mouse had to be sac'd because of toxicity due to overdosing",,,,,,,,No,,,"Brain, Lung, Liver",No,Yes,,,,,74,,,,,No,,,44875,44873,,
CMM,2022-11-10,31768-01,M,DCT-TVA,DCT-TVA,2022-09-09,2022-11-09,"scruffy, weight loss, squinting, not moving, barely breathing; Mouse had to be sac'd because of toxicity due to overdosing",,,,,,,,No,,,"Brain, Lung, Liver",No,Yes,,,,,61,,,,,No,,,44875,44874,,
KC,2022-11-08,31992-01 (bl),M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-23,2022-11-08,"Head bulge, scruffy, weight loss, squinting; Brain was mushy and enlarged",,,,2022-09-23,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,Brain,No,Yes,HCI-22-31992,,,,46,,,,,Yes,Intracranial,,44873,44873,44827,
AG,2022-11-07,31939-00 (bl),F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-21,2022-11-07,Found dead-had head bulge,,,,2022-09-23,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,,,,,,,,47,,,,,Yes,Intracranial,,44872,44872,44827,
KS,2022-11-06,31989-10 (Wh),F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-23,2022-11-06,"Head bulge, scruffy,lethargic,eyes closing; Brain enlarged, bloody and mushy",,,,2022-09-23,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,Brain,No,Yes,HCI-22-31989,,,,44,,,,,Yes,Intracranial,,44871,44871,44827,
KC,2022-10-31,31986-01 (bl),F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-23,2022-10-31,"Head bulge, scruffy, weight loss; Brain appeared normal",,,,2022-09-23,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,Brain,No,Yes,HCI-22-31986,,,,38,,,,,Yes,Intracranial,,44865,44865,44827,
KC,2022-10-30,31942-10 (bl),F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-21,2022-10-30,"Weight loss, head bulge, Squinting; Brain appeared normal",,,,2022-09-23,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,Brain,No,Yes,HCI-22-31942,,,,39,,,,,Yes,Intracranial,,44864,44864,44827,
AG,2022-10-27,31993-00(Wh),M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-23,2022-10-27,Found dead,,,,2022-09-23,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,None,,,,,,,34,,,,,Yes,Intracranial,,44861,44861,44827,
KC,2022-10-26,31940-01 (bl),F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-21,2022-10-26,"Head bulge, not moving, squinting, hunched back; Brain appeared normal",,,,2022-09-23,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,Brain,No,Yes,HCI-22-31940,,,,35,,,,,Yes,Intracranial,,44860,44860,44827,
AG,2022-10-23,31988-01(Wh),F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-23,2022-10-31,Found dead,,,,2022-09-23,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,None,,,,,,,38,,,,,Yes,Intracranial,,44857,44865,44827,
AG,2022-10-21,32018-00,F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-27,2022-10-21,"Scruffy, closed eyes, lethargic; Skull was frail and brain appeared normal",,,,2022-09-28,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,Brain,No,Yes,HCI-22-32018,,,,24,,,,,Yes,Intracranial,,44855,44855,44832,
AG,2022-10-21,32020-03,F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-27,2022-10-21,"Scruffy, closed eyes, lethargic; Skull was frail and brain appeared normal",,,,2022-09-28,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,Brain,No,Yes,HCI-22-32020,,,,24,,,,,Yes,Intracranial,,44855,44855,44832,
AG,2022-10-21,32025-00(Wh),M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-09-27,2022-10-21,"Scruffy, closed eyes, lethargic; Skull was frail and brain appeared normal",,,,2022-09-28,RCAS -CRE,RCAS-IDH1R132H,RCAS-PDGFA,No,,,Brain,No,Yes,HCI-22-32025,,,,24,,,,,Yes,Intracranial,,44855,44855,44832,
KC,2022-10-20,31268-10 (paxalisib treatment),M,GFP,GFP,2022-08-02,2022-10-20,"Barely breathing, not moving, hunching, >20% weight loss; BLI completed, mouse was not dosed prior to sac due to the poor health condition of the mouse",,,,2022-10-03,Y3.2 HA-AKT-E17K subQ. 10/3/22 TT,,,Yes,,,"Brain, Lung, Tumor",No,Yes,,,,,79,,,,,No,Subcutaneous,,44854,44854,44837,
KC,2022-10-20,31705-01,M,All Alleles,All Alleles,2022-09-04,2022-10-20,"heavy breathing, coughing, hunching; Large tumor on R lung, small nodules on L lung, brain and skull appeared normal",,,,2022-09-05,Injected with DF1 Cre(p12) + NCAM(p11) 9/5/22 TT,,,No,,,"Brain, Lung",No,Yes,,,,,46,,,,,Yes,Subcutaneous,,44854,44854,44809,
KC,2022-10-14,30499-00,F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-01,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,133,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30502-00,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-01,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,133,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30503-31,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-01,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,133,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30504-10,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-01,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,133,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30529-11,F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30533-01,F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30534-03,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30504-10,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30541-10,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30542-11,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30543-03,F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30545-00,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30549-03,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30550-01,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30551-03,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30552-10,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30553-30,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-14,30555-13,M,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-12,Sacked for end date; Skull and brain appeared normal,,,,2022-06-04,RCAS-CRE+IDH1R132H+PDGFA (06/04/22 AG),,,Yes,,,Brain,No,Yes,,,,,132,,,,,Yes,Intracranial,,44848,44846,44716,
KC,2022-10-11,31702-00,F,All Alleles,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2022-09-04,2022-10-11,"Sacked for lethagy, labored breathing, weight loss, head bulge; Tumor forming outside of skull, skull was open where the tumor had formed on brain, R hemisphere of brain was mushy and disformed. Lung and Liver were normal",,,,2022-09-05,Injected with DF1 Cre(p12) + NCAM(p11) 9/5/22 TT,,,Yes,,,"Tumor, Brain, Lungs, Liver",No,Yes,,,,,37,,,,,Yes,Subcutaneous,,44845,44845,44809,
KC,2022-10-08,30212-00,F,N-TVA::Cas9f/f;Inkf/f,N-TVA::Cas9f/f;Inkf/f,2022-05-09,2022-10-07,sacked for end date; Skull and brain appeared normal,,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve",No,Yes,,,,,151,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-08,30213-00,M,N-TVA::Cas9f/f;Inkf/f,N-TVA::Cas9f/f;Inkf/f,2022-05-09,2022-10-07,sacked for end date; Skull and brain appeared normal,,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve",No,Yes,,,,,151,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-08,30214-01,M,N-TVA::Cas9f/f;Inkf/f,N-TVA::Cas9f/f;Inkf/f,2022-05-09,2022-10-07,"sacked for end date; Tumor on outside of R hemisphere skull, brain appeared normal",,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve, tumor",No,Yes,,,,,151,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-08,30215-03,M,N-TVA::Cas9f/f;Inkf/f,N-TVA::Cas9f/f;Inkf/f,2022-05-09,2022-10-07,sacked for end date; Skull and brain appeared normal,,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve",No,Yes,,,,,151,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-08,30216-10,M,N-TVA::Cas9f/f;Inkf/f,N-TVA::Cas9f/f;Inkf/f,2022-05-09,2022-10-07,sacked for end date; Skull and brain appeared normal,,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve",No,Yes,,,,,151,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-08,30217-11,M,N-TVA::Cas9f/f;Inkf/f,N-TVA::Cas9f/f;Inkf/f,2022-05-09,2022-10-07,sacked for end date; Skull and brain appeared normal,,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve",No,Yes,,,,,151,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-08,30218-30,M,N-TVA::Cas9f/f;Inkf/f,N-TVA::Cas9f/f;Inkf/f,2022-05-09,2022-10-07,sacked for end date; Skull and brain appeared normal,,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve",No,Yes,,,,,151,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-08,30232-00,F,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,2022-05-10,2022-10-07,sacked for end date; Skull and brain appeared normal,,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve",No,Yes,,,,,150,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-08,30233-01,F,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,2022-05-10,2022-10-07,sacked for end date; Skull and brain appeared normal,,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve",No,Yes,,,,,150,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-08,30234-00,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,2022-05-10,2022-10-07,sacked for end date; Skull and brain appeared normal,,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve",No,Yes,,,,,150,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-08,30235-01,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,2022-05-10,2022-10-07,sacked for end date; Skull and brain appeared normal,,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve",No,Yes,,,,,150,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-08,30236-10,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,2022-05-10,2022-10-07,sacked for end date; Skull and brain appeared normal,,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve",No,Yes,,,,,150,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-08,30237-11,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,2022-05-10,2022-10-07,sacked for end date; Skull and brain appeared normal,,,,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1 (5/10/22 RE),,,No,,,"Brain, optic nerve",No,Yes,,,,,150,,,,,Yes,Intracranial,,44842,44841,44691,
KC,2022-10-03,30530-01,F,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,N-TVA::Ptenf/f;Inkf/f;Atrxf/f,2022-06-02,2022-10-03,"Found dead; Brain was mushy, skull frail, discoloration on R hemisphere",,,,2022-06-04,RCAS-CRE,RCAS-IDH1R132H-HA,RCAS-PDGFA,No,,,Brain,,,,1,yes,,106,,,,,Yes,Intracranial,,44837,44837,44716,
KC,2022-09-30,1887-1-1 Black,F,GFP,GFP,,2022-09-30,,,,,2022-07-18,Y3.2 PTEN-Null Vector,,,Y,2022-08-03,,"Brain, lungs, liver, tumor",No,"Brain, lungs, liver, tumor",,,,No,,RM-006,"Tumor size greater than 2,000 mm",2022-08-03,58,,,,44834,44834,44760,44776
KC,2022-09-30,1887-1-1 Green,F,GFP,GFP,,2022-09-30,,,,,2022-07-18,Y3.2 PTEN-Null Vector,,,Y,2022-08-03,,"Brain, lungs, liver, tumor",No,"Brain, lungs, liver, tumor",,,,No,,RM-006,"Tumor size greater than 2,000 mm",2022-08-03,58,,,,44834,44834,44760,44776
MF,2022-09-29,31703-01,F,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2022-09-04,2022-09-29,"sacked for heald buldge, severe body convulsions; hydrocephaly, frail skull, fluid filled skull, mushy brain",,,,2022-09-05,DF1 RCAS CRE,RCAS NCAM,,No,,,"Brain, Liver, Lungs",No,Yes,,,,,25 days,,,,,Yes,Intracranial,,44833,44833,44809,
AT,2022-09-21,1726-4-2-Yellow,M,GFP,GFP,,2022-09-20,"White spots on lungs. Other organs otherwise healthy. Blood-filled, large tumor.",,,,2022-07-18,Y3.2 PTEN-Null Vector,,,Y,2022-08-03,,"Brain, lungs, liver, tumor",No,"Brain, lungs, liver, tumor",,,,No,,RM-006,"Tumor size greater than 2,000 mm",2022-08-12,39,,,,44825,44824,44760,44776
AT,2022-09-21,1845-2-1 Pink,F,GFP,GFP,,2022-09-09,,,,,2022-07-18,Y3.2 PTEN-Null Vector,,,Y,2022-08-03,,"Brain, lungs, liver, tumor",No,"Brain, lungs, liver, tumor",,,,Yes,,Paxalisib,"Tumor size greater than 2,000 mm",2022-08-03,37,,,,44825,44813,44760,44776
AT,2022-09-21,1845-2-1 Yellow,F,GFP,GFP,,2022-09-09,,,,,2022-07-18,Y3.2 PTEN-Null Vector,,,Y,2022-08-03,,"Brain, lungs, liver, tumor",No,"Brain, lungs, liver, tumor",,,,No,,Paxalisib,Tumor ulcerating and impinging on the walking gait of mouse,2022-08-03,37,,,,44825,44813,44760,44776
AT,2022-09-21,1845-2-2 Green,M,GFP,GFP,,2022-09-09,,,,,2022-07-18,Y3.2 PTEN-Null Vector,,,Y,2022-08-03,,"Brain, lungs, liver, tumor",No,"Brain, lungs, liver, tumor",,,,No,,Paxalisib,"Tumor size greater than 2,000 mm",2022-08-03,37,,,,44825,44813,44760,44776
AT,2022-09-21,1845-2-2 Yellow,M,GFP,GFP,,2022-09-09,,,,,2022-07-18,Y3.2 PTEN-Null Vector,,,Y,2022-08-03,,"Brain, lungs, liver, tumor",No,"Brain, lungs, liver, tumor",,,,No,,Paxalisib,Found dead (freshly). Necropsied ASAP,2022-08-08,32,,,,44825,44813,44760,44776
AT,2022-09-21,1887-1-1 Blue,F,GFP,GFP,,2022-09-20,"Friable brain, other organs otherwise healthy.",,,,2022-07-18,Y3.2 PTEN-Null Vector,,,Y,2022-08-03,,"Brain, lungs, liver, tumor",No,"Brain, lungs, liver, tumor",,,,No,,RM006 Vehicle,Tumor burden. Tumor volume exceeded 2000 mm3.,2022-09-02,18,,,,44825,44824,44760,44776
AT,2022-09-21,1887-1-1 Pink,F,GFP,GFP,,2022-09-16,,,,,2022-07-18,Y3.2 PTEN-Null Vector,,,Y,2022-08-03,,"Brain, lungs, liver, tumor",No,"Brain, lungs, liver, tumor",,,,No,,RM006 Vehicle,Tumor burden. Tumor volume exceeded 2000 mm3.,2022-09-02,14,,,,44825,44820,44760,44776
AT,2022-09-21,1887-1-2 Black,M,GFP,GFP,,2022-09-23,"Mushy brain, deep, blood-filled, organ-pressing tumor",,,,2022-07-18,Y3.2 PTEN-Null Vector,,,Y,2022-08-03,,"Brain, lungs, liver, tumor",No,"Brain, lungs, liver, tumor",,,,No,,RM-006 Vehicle,"Tumor size greater than 2,000 mm",2022-09-02,21,,,,44825,44827,44760,44776
AT,2022-09-21,1887-1-2 Blue,M,GFP,GFP,,2022-09-20,"Tumor firm, not very blood filled. Other organs healthy.",,,,2022-07-18,Y3.2 PTEN-Null Vector,,,Y,2022-08-03,,"Brain, lungs, liver, tumor",No,"Brain, lungs, liver, tumor",,,,No,,RM006 Vehicle,Tumor burden. Tumor volume exceeded 2000 mm3.,2022-09-02,18,,,,44825,44824,44760,44776
