vector_number,vector_name,vector_name_clean,filename
0854,RCAS HA-Akt2 (E40K) (mouse),RCAS HA-Akt2 (E40K) (mouse),0854-RCAS HA-Akt2 (E40K) (mouse).dna
0855,RCAS HA-Akt2 (Q79K) (mouse),RCAS HA-Akt2 (Q79K) (mouse),0855-RCAS HA-Akt2 (Q79K) (mouse).dna
0856,RCAS HA-Akt3 (E17K) (mouse),RCAS HA-Akt3 (E17K) (mouse),0856-RCAS HA-Akt3 (E17K) (mouse).dna
0857,RCAS HA-Akt3 (E40K) (mouse),RCAS HA-Akt3 (E40K) (mouse),0857-RCAS HA-Akt3 (E40K) (mouse).dna
0858,RCAS HA-Akt3 (Q79K) (mouse),RCAS HA-Akt3 (Q79K) (mouse),0858-RCAS HA-Akt3 (Q79K) (mouse).dna
0859,RCAS LSD1,RCAS LSD1,0859-RCAS LSD1.dna
0860,RCAS JMJD2C,RCAS JMJD2C,0860-RCAS JMJD2C.dna
0861,pENTR TRE3 hBRAFv600e-HA,pENTR TRE3 hBRAFv600e-HA,0861-pENTR TRE3 hBRAFv600e-HA.dna
0862,RCAN-X TRE3 hBRAFv600e-HA,RCAN-X TRE3 hBRAFv600e-HA,0862-RCAN-X TRE3 hBRAFv600e-HA.dna
0863,RCAS myr-AKT1 FLAG (Nterm),RCAS myr-AKT1 FLAG (Nterm),0863-RCAS myr-AKT1 FLAG (Nterm).dna
0864,RCAS myr-AKT2 FLAG (Nterm),RCAS myr-AKT2 FLAG (Nterm),0864-RCAS myr-AKT2 FLAG (Nterm).dna
0865,RCAS myr-AKT3 FLAG (Nterm),RCAS myr-AKT3 FLAG (Nterm),0865-RCAS myr-AKT3 FLAG (Nterm).dna
0866,RCAS myr-Akt1 HA (Cterm),RCAS myr-Akt1 HA (Cterm),0866-RCAS myr-Akt1 HA (Cterm).dna
0867,RCAS myr-Akt2 HA (Cterm),RCAS myr-Akt2 HA (Cterm),0867-RCAS myr-Akt2 HA (Cterm).dna
0868,RCAS myr-Akt3 (rat),RCAS myr-Akt3 (rat),0868-RCAS myr-Akt3 (rat).dna
0869,RCAS AKT3 HA (Cterm),RCAS AKT3 HA (Cterm),0869-RCAS AKT3 HA (Cterm).dna
0870,RCAS AKT3 DN HA (Cterm),RCAS AKT3 DN HA (Cterm),0870-RCAS AKT3 DN HA (Cterm).dna
0871,RCAS AKT3 T305A HA (Cterm),RCAS AKT3 T305A HA (Cterm),0871-RCAS AKT3 T305A HA (Cterm).dna
0872,pCMV5 HA Akt3 WT,pCMV5 HA Akt3 WT,0872-pCMV5 HA Akt3 WT.dna
0873,pcDNA3 myr HA Akt2,pcDNA3 myr HA Akt2,0873-pcDNA3 myr HA Akt2.dna
0874,RCAS myr AKT2 DN FLAG(Nterm),RCAS myr AKT2 DN FLAG(Nterm),0874-RCAS myr AKT2 DN FLAG(Nterm).dna
0875,pcDNA3 HA myr Akt2 DN c4 (human),pcDNA3 HA myr Akt2 DN c4 (human),0875-pcDNA3 HA myr Akt2 DN c4 (human).dna
0876,pcDNA3 HA myr Akt2 DN c3 (human),pcDNA3 HA myr Akt2 DN c3 (human),0876-pcDNA3 HA myr Akt2 DN c3 (human).dna
0877,pcDNA3.1 myr 2PL/1KR,pcDNA3.1 myr 2PL1KR,0877-pcDNA3.1 myr 2PL1KR.dna
0878,pcDNA3.1 myr 3PL/1KR,pcDNA3.1 myr 3PL1KR,0878-pcDNA3.1 myr 3PL1KR.dna
0879,pcDNA3.2 FLAG 2P/1LKR,pcDNA3.2 FLAG 2P1LKR,0879-pcDNA3.2 FLAG 2P1LKR.dna
0880,pcDNA3.2 FLAG 2PL/1KR,pcDNA3.2 FLAG 2PL1KR,0880-pcDNA3.2 FLAG 2PL1KR.dna
0881,pcDNA3.2 FLAG 3PL/1KR,pcDNA3.2 FLAG 3PL1KR,0881-pcDNA3.2 FLAG 3PL1KR.dna
0882,RCAS myr 2P/1LKR FLAG (Nterm),RCAS myr 2P1LKR FLAG (Nterm),0882-RCAS myr 2P1LKR FLAG (Nterm).dna
0883,RCAS myr 2PL/1KR FLAG (Nterm),RCAS myr 2PL1KR FLAG (Nterm),0883-RCAS myr 2PL1KR FLAG (Nterm).dna
0884,RCAS myr 1PLK/2R FLAG (Nterm),RCAS myr 1PLK2R FLAG (Nterm),0884-RCAS myr 1PLK2R FLAG (Nterm).dna
0885,RCAS myr 3P/1LKR FLAG (Nterm),RCAS myr 3P1LKR FLAG (Nterm),0885-RCAS myr 3P1LKR FLAG (Nterm).dna
0886,RCAS myr 3PL/1KR FLAG (Nterm),RCAS myr 3PL1KR FLAG (Nterm),0886-RCAS myr 3PL1KR FLAG (Nterm).dna
0887,RCAS 2P/1LKR c3 FLAG (Nterm),RCAS 2P1LKR c3 FLAG (Nterm),0887-RCAS 2P1LKR c3 FLAG (Nterm).dna
0888,RCAS 2PL/1KR c1 FLAG (Nterm),RCAS 2PL1KR c1 FLAG (Nterm),0888-RCAS 2PL1KR c1 FLAG (Nterm).dna
0889,RCAS myr 3PL/1KR FLAG,RCAS myr 3PL1KR FLAG,0889-RCAS myr 3PL1KR FLAG.dna
0890,RCAS HA-Akt2 (mouse),RCAS HA-Akt2 (mouse),0890-RCAS HA-Akt2 (mouse).dna
0891,RCAS myr-HA-Akt1 (mouse),RCAS myr-HA-Akt1 (mouse),0891-RCAS myr-HA-Akt1 (mouse).dna
0892,pHIV Luciferase-IRES-ZsGreen (lentivirus),pHIV Luciferase-IRES-ZsGreen (lentivirus),0892-pHIV Luciferase-IRES-ZsGreen (lentivirus).dna
0893,pCR8 GW/TOPO myr-HA-Akt1 (mouse),pCR8 GWTOPO myr-HA-Akt1 (mouse),0893-pCR8 GWTOPO myr-HA-Akt1 (mouse).dna
0894,"FG12 myr-HA-Akt1, GFP (mouse)","FG12 myr-HA-Akt1, GFP (mouse)","0894-FG12 myr-HA-Akt1, GFP (mouse).dna"
0895,pCR8 myr-HA-Akt2 (mouse),pCR8 myr-HA-Akt2 (mouse),0895-pCR8 myr-HA-Akt2 (mouse).dna
0896,"FG12 myr-HA-Akt2, GFP (mouse)","FG12 myr-HA-Akt2, GFP (mouse)","0896-FG12 myr-HA-Akt2, GFP (mouse).dna"
0897,pCR8 myr-HA-Akt3 (mouse),pCR8 myr-HA-Akt3 (mouse),0897-pCR8 myr-HA-Akt3 (mouse).dna
0898,"FG12 myr-HA-Akt3, GFP (mouse)","FG12 myr-HA-Akt3, GFP (mouse)","0898-FG12 myr-HA-Akt3, GFP (mouse).dna"
0899,pENTR1A 3xflag-JMJD2C (human),pENTR1A 3xflag-JMJD2C (human),0899-pENTR1A 3xflag-JMJD2C (human).dna
0900,pENTR1A 3xflag-LSD1 (human),pENTR1A 3xflag-LSD1 (human),0900-pENTR1A 3xflag-LSD1 (human).dna
0901,pENTR1A 3xflag-H3R9 (human),pENTR1A 3xflag-H3R9 (human),0901-pENTR1A 3xflag-H3R9 (human).dna
0902,RCAS 3xFLAG hJMJD2C,RCAS 3xFLAG hJMJD2C,0902-RCAS 3xFLAG hJMJD2C.dna
0903,RCAS 3xFLAG hLSD1,RCAS 3xFLAG hLSD1,0903-RCAS 3xFLAG hLSD1.dna
0904,RCAS 3xFLAG hH3R9,RCAS 3xFLAG hH3R9,0904-RCAS 3xFLAG hH3R9.dna
0905,pCR8 HA-mYB1,pCR8 HA-mYB1,0905-pCR8 HA-mYB1.dna
0906,pHIV GW-compatible Luciferase-IRES-ZsGreen (lentivirus) (EF1a-GW; CMV-Luc-ZsG),pHIV GW-compatible Luciferase-IRES-ZsGreen (lentivirus) (EF1a-GW; CMV-Luc-ZsG),0906-pHIV GW-compatible Luciferase-IRES-ZsGreen (lentivirus) (EF1a-GW; CMV-Luc-ZsG).dna
0907,pCR8 HA-mLSD1,pCR8 HA-mLSD1,0907-pCR8 HA-mLSD1.dna
0908,"pHIV HA-Akt1 E17K, Luciferase-IRES-ZsGreen (lentivirus) (EF1a-GW; CMV-Luc-ZsG)","pHIV HA-Akt1 E17K, Luciferase-IRES-ZsGreen (lentivirus) (EF1a-GW; CMV-Luc-ZsG)","0908-pHIV HA-Akt1 E17K, Luciferase-IRES-ZsGreen (lentivirus) (EF1a-GW; CMV-Luc-ZsG).dna"
0909,RCAS HA mLSD1,RCAS HA mLSD1,0909-RCAS HA mLSD1.dna
0910,pHIV GW-compatible Luciferase-IRES-ZsGreen (lentivirus) (EF1a-Luc-ZsG; CMV-GW),pHIV GW-compatible Luciferase-IRES-ZsGreen (lentivirus) (EF1a-Luc-ZsG; CMV-GW),0910-pHIV GW-compatible Luciferase-IRES-ZsGreen (lentivirus) (EF1a-Luc-ZsG; CMV-GW).dna
0911,"pHIV HA-Akt1-E17K, Luciferase-IRES-ZsGreen (lentivirus) (CMV-Akt1-E17K; EF1a-Luc-ZsG)","pHIV HA-Akt1-E17K, Luciferase-IRES-ZsGreen (lentivirus) (CMV-Akt1-E17K; EF1a-Luc-ZsG)","0911-pHIV HA-Akt1-E17K, Luciferase-IRES-ZsGreen (lentivirus) (CMV-Akt1-E17K; EF1a-Luc-ZsG).dna"
0912,pCR8 HA mYB1 S100A,pCR8 HA mYB1 S100A,0912-pCR8 HA mYB1 S100A.dna
0913,pCR8 HA mYB1 S100D,pCR8 HA mYB1 S100D,0913-pCR8 HA mYB1 S100D.dna
0914,RCAS HA mYB1 WT,RCAS HA mYB1 WT,0914-RCAS HA mYB1 WT.dna
0915,FG12 HA mYB1 WT,FG12 HA mYB1 WT,0915-FG12 HA mYB1 WT.dna
0916,RCAS HA mYB1 S100A,RCAS HA mYB1 S100A,0916-RCAS HA mYB1 S100A.dna
0917,FG12 HA mYB1 S100A,FG12 HA mYB1 S100A,0917-FG12 HA mYB1 S100A.dna
0918,RCAS HA mYB1 S100D,RCAS HA mYB1 S100D,0918-RCAS HA mYB1 S100D.dna
0919,FG12 HA mYB1 S100D,FG12 HA mYB1 S100D,0919-FG12 HA mYB1 S100D.dna
0920,pCR8 HA mAKT1 WT,pCR8 HA mAKT1 WT,0920-pCR8 HA mAKT1 WT.dna
0921,pCR8 V5 p53 R273L,pCR8 V5 p53 R273L,0921-pCR8 V5 p53 R273L.dna
0922,"pHIV HA-Akt1, Luciferase-IRES-ZsGreen (lentivirus) (CMV-Akt1; EF1a-Luc-ZsG)","pHIV HA-Akt1, Luciferase-IRES-ZsGreen (lentivirus) (CMV-Akt1; EF1a-Luc-ZsG)","0922-pHIV HA-Akt1, Luciferase-IRES-ZsGreen (lentivirus) (CMV-Akt1; EF1a-Luc-ZsG).dna"
0923,RCAS HA mAKT1 WT,RCAS HA mAKT1 WT,0923-RCAS HA mAKT1 WT.dna
0924,FG12 HA AKT1 WT,FG12 HA AKT1 WT,0924-FG12 HA AKT1 WT.dna
0925,pCR8 V5 p53 R273C,pCR8 V5 p53 R273C,0925-pCR8 V5 p53 R273C.dna
0926,RCAS V5 p53 R273C,RCAS V5 p53 R273C,0926-RCAS V5 p53 R273C.dna
0927,FG12 HA Akt1 E17K,FG12 HA Akt1 E17K,0927-FG12 HA Akt1 E17K.dna
0928,pCR8 GW/TOPO HA-Akt3,pCR8 GWTOPO HA-Akt3,0928-pCR8 GWTOPO HA-Akt3.dna
0929,"pTRIPZ Tet-On HA-Akt1, rtTA3-IRES-Puro","pTRIPZ Tet-On HA-Akt1, rtTA3-IRES-Puro","0929-pTRIPZ Tet-On HA-Akt1, rtTA3-IRES-Puro.dna"
0930,"pTRIPZ Tet-On HA-Akt1 E17K, rtTA3-IRES-Puro","pTRIPZ Tet-On HA-Akt1 E17K, rtTA3-IRES-Puro","0930-pTRIPZ Tet-On HA-Akt1 E17K, rtTA3-IRES-Puro.dna"
0931,"pTRIPZ Tet-On HA-Akt1 E40K, rtTA3-IRES-Puro","pTRIPZ Tet-On HA-Akt1 E40K, rtTA3-IRES-Puro","0931-pTRIPZ Tet-On HA-Akt1 E40K, rtTA3-IRES-Puro.dna"
0932,"pTRIPZ Tet-On HA-Akt1 Q79K, rtTA3-IRES-Puro","pTRIPZ Tet-On HA-Akt1 Q79K, rtTA3-IRES-Puro","0932-pTRIPZ Tet-On HA-Akt1 Q79K, rtTA3-IRES-Puro.dna"
0933,"pTRIPZ Tet-On HA-Akt2, rtTA3-IRES-Puro","pTRIPZ Tet-On HA-Akt2, rtTA3-IRES-Puro","0933-pTRIPZ Tet-On HA-Akt2, rtTA3-IRES-Puro.dna"
0934,"pTRIPZ Tet-On HA-Akt2 E17K, rtTA3-IRES-Puro","pTRIPZ Tet-On HA-Akt2 E17K, rtTA3-IRES-Puro","0934-pTRIPZ Tet-On HA-Akt2 E17K, rtTA3-IRES-Puro.dna"
0935,"pTRIPZ Tet-On HA-Akt2 E40K, rtTA3-IRES-Puro","pTRIPZ Tet-On HA-Akt2 E40K, rtTA3-IRES-Puro","0935-pTRIPZ Tet-On HA-Akt2 E40K, rtTA3-IRES-Puro.dna"
0936,"pTRIPZ Tet-On HA-Akt2 Q79K, rtTA3-IRES-Puro","pTRIPZ Tet-On HA-Akt2 Q79K, rtTA3-IRES-Puro","0936-pTRIPZ Tet-On HA-Akt2 Q79K, rtTA3-IRES-Puro.dna"
0937,"pTRIPZ Tet-On HA-Akt3, rtTA3-IRES-Puro","pTRIPZ Tet-On HA-Akt3, rtTA3-IRES-Puro","0937-pTRIPZ Tet-On HA-Akt3, rtTA3-IRES-Puro.dna"
0938,"pTRIPZ Tet-On HA-Akt3 E17K, rtTA3-IRES-Puro","pTRIPZ Tet-On HA-Akt3 E17K, rtTA3-IRES-Puro","0938-pTRIPZ Tet-On HA-Akt3 E17K, rtTA3-IRES-Puro.dna"
0939,"pTRIPZ Tet-On HA-Akt3 E40K, rtTA3-IRES-Puro","pTRIPZ Tet-On HA-Akt3 E40K, rtTA3-IRES-Puro","0939-pTRIPZ Tet-On HA-Akt3 E40K, rtTA3-IRES-Puro.dna"
0940,"pTRIPZ Tet-On HA-Akt3 Q79K, rtTA3-IRES-Puro","pTRIPZ Tet-On HA-Akt3 Q79K, rtTA3-IRES-Puro","0940-pTRIPZ Tet-On HA-Akt3 Q79K, rtTA3-IRES-Puro.dna"
0941,pBluescript SK,pBluescript SK,0941-pBluescript SK.dna
0942,pENTR myr-FLAG AKT 1PL/2KR,pENTR myr-FLAG AKT 1PL2KR,0942-pENTR myr-FLAG AKT 1PL2KR.dna
0943,RCAS myr-FLAG AKT 1PL/2KR,RCAS myr-FLAG AKT 1PL2KR,0943-RCAS myr-FLAG AKT 1PL2KR.dna
0944,RCAS HA-Akt2,RCAS HA-Akt2,0944-RCAS HA-Akt2.dna
0945,RCAS HA-Akt3,RCAS HA-Akt3,0945-RCAS HA-Akt3.dna
0946,pENTR TRE3 myr-HA-Akt1 (mouse),pENTR TRE3 myr-HA-Akt1 (mouse),0946-pENTR TRE3 myr-HA-Akt1 (mouse).dna
0947,RCAN TRE3 myr-HA-Akt1 (mouse),RCAN TRE3 myr-HA-Akt1 (mouse),0947-RCAN TRE3 myr-HA-Akt1 (mouse).dna
0948,pTRIPZ TRE-HA-Akt1-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pTRIPZ TRE-HA-Akt1-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0948-pTRIPZ TRE-HA-Akt1-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0949,pTRIPZ TRE-HA-Akt1-E17K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pTRIPZ TRE-HA-Akt1-E17K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0949-pTRIPZ TRE-HA-Akt1-E17K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0950,pTRIPZ TRE-HA-Akt1-E40K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pTRIPZ TRE-HA-Akt1-E40K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0950-pTRIPZ TRE-HA-Akt1-E40K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0951,pTRIPZ TRE-HA-Akt1-Q79K-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pTRIPZ TRE-HA-Akt1-Q79K-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0951-pTRIPZ TRE-HA-Akt1-Q79K-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0952,pTRIPZ TRE-HA-Akt2-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pTRIPZ TRE-HA-Akt2-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0952-pTRIPZ TRE-HA-Akt2-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0953,pTRIPZ TRE-HA-Akt2-E17K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pTRIPZ TRE-HA-Akt2-E17K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0953-pTRIPZ TRE-HA-Akt2-E17K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0954,pTRIPZ TRE-HA-Akt2-E40K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pTRIPZ TRE-HA-Akt2-E40K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0954-pTRIPZ TRE-HA-Akt2-E40K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0955,pTRIPZ TRE-HA-Akt2-Q79K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pTRIPZ TRE-HA-Akt2-Q79K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0955-pTRIPZ TRE-HA-Akt2-Q79K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0956,pTRIPZ TRE-HA-Akt3-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pTRIPZ TRE-HA-Akt3-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0956-pTRIPZ TRE-HA-Akt3-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0957,pTRIPZ TRE-HA-Akt3-E17K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pTRIPZ TRE-HA-Akt3-E17K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0957-pTRIPZ TRE-HA-Akt3-E17K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0958,pTRIPZ TRE-HA-Akt3-E40K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pTRIPZ TRE-HA-Akt3-E40K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0958-pTRIPZ TRE-HA-Akt3-E40K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0959,pTRIPZ TRE-HA-Akt3-Q79K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pTRIPZ TRE-HA-Akt3-Q79K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0959-pTRIPZ TRE-HA-Akt3-Q79K-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0960,"pCR8 HA-Akt1 E17K, K179M","pCR8 HA-Akt1 E17K, K179M","0960-pCR8 HA-Akt1 E17K, K179M.dna"
0961,"RCAS HA-Akt1 E17K, K179M","RCAS HA-Akt1 E17K, K179M","0961-RCAS HA-Akt1 E17K, K179M.dna"
0962,pcDNA3 eGFP,pcDNA3 eGFP,0962-pcDNA3 eGFP.dna
0963,pCR8 GW TOPO Golm1-FLAG,pCR8 GW TOPO Golm1-FLAG,0963-pCR8 GW TOPO Golm1-FLAG.dna
0964,pCR8 GW TOPO Golm1-FLAG G351E,pCR8 GW TOPO Golm1-FLAG G351E,0964-pCR8 GW TOPO Golm1-FLAG G351E.dna
0965,RCAS Golm1-FLAG,RCAS Golm1-FLAG,0965-RCAS Golm1-FLAG.dna
0966,RCAS Golm1-FLAG G351E,RCAS Golm1-FLAG G351E,0966-RCAS Golm1-FLAG G351E.dna
0967,pCR8 GW TOPO GOLM1-FLAG,pCR8 GW TOPO GOLM1-FLAG,0967-pCR8 GW TOPO GOLM1-FLAG.dna
0968,pCR8 GW TOPO GOLM1-S307E-FLAG,pCR8 GW TOPO GOLM1-S307E-FLAG,0968-pCR8 GW TOPO GOLM1-S307E-FLAG.dna
0969,pCR8 GW TOPO GOLM1-G370E-FLAG,pCR8 GW TOPO GOLM1-G370E-FLAG,0969-pCR8 GW TOPO GOLM1-G370E-FLAG.dna
0970,RCAS GOLM1-FLAG,RCAS GOLM1-FLAG,0970-RCAS GOLM1-FLAG.dna
0971,RCAS GOLM1-S307L-FLAG,RCAS GOLM1-S307L-FLAG,0971-RCAS GOLM1-S307L-FLAG.dna
0972,RCAS GOLM1-G370E-FLAG,RCAS GOLM1-G370E-FLAG,0972-RCAS GOLM1-G370E-FLAG.dna
0973,pCMV6 GFP Ppargc1a (Myc & FLAG tagged),pCMV6 GFP Ppargc1a (Myc & FLAG tagged),0973-pCMV6 GFP Ppargc1a (Myc & FLAG tagged).dna
0974,pCR8 Ppargc1a (Myc & FLAG tagged),pCR8 Ppargc1a (Myc & FLAG tagged),0974-pCR8 Ppargc1a (Myc & FLAG tagged).dna
0975,RCAS Ppargc1a (Myc & FLAG tagged),RCAS Ppargc1a (Myc & FLAG tagged),0975-RCAS Ppargc1a (Myc & FLAG tagged).dna
0976,"pHIV myr-HA-Akt1, Luciferase-IRES-ZsGreen (lentivirus) (CMV-myrAkt1; EF1a-Luc-ZsG)","pHIV myr-HA-Akt1, Luciferase-IRES-ZsGreen (lentivirus) (CMV-myrAkt1; EF1a-Luc-ZsG)","0976-pHIV myr-HA-Akt1, Luciferase-IRES-ZsGreen (lentivirus) (CMV-myrAkt1; EF1a-Luc-ZsG).dna"
0977,ACZEGP TRE3 myr-FLAG-AKT1,ACZEGP TRE3 myr-FLAG-AKT1,0977-ACZEGP TRE3 myr-FLAG-AKT1.dna
0978,RCAN TRE3 myr-FLAG-AKT1,RCAN TRE3 myr-FLAG-AKT1,0978-RCAN TRE3 myr-FLAG-AKT1.dna
0979,ACZEGP TRE3 IDH1 (R132H)-HA,ACZEGP TRE3 IDH1 (R132H)-HA,0979-ACZEGP TRE3 IDH1 (R132H)-HA.dna
0980,RCAN TRE3 IDH1 (R132H)-HA,RCAN TRE3 IDH1 (R132H)-HA,0980-RCAN TRE3 IDH1 (R132H)-HA.dna
0981,pDEST12.2 GUS,pDEST12.2 GUS,0981-pDEST12.2 GUS.dna
0982,pDEST12.2 Golm1-FLAG,pDEST12.2 Golm1-FLAG,0982-pDEST12.2 Golm1-FLAG.dna
0983,pDEST12.2 Golm1 G351E-FLAG,pDEST12.2 Golm1 G351E-FLAG,0983-pDEST12.2 Golm1 G351E-FLAG.dna
0984,pDEST12.2 GOLM1-FLAG,pDEST12.2 GOLM1-FLAG,0984-pDEST12.2 GOLM1-FLAG.dna
0985,pDEST12.2 GOLM1 S307L-FLAG,pDEST12.2 GOLM1 S307L-FLAG,0985-pDEST12.2 GOLM1 S307L-FLAG.dna
0986,pDEST12.2 GOLM1 G370E-FLAG,pDEST12.2 GOLM1 G370E-FLAG,0986-pDEST12.2 GOLM1 G370E-FLAG.dna
0987,pENTR 3C IDH1-R132H-HA IRES Cre,pENTR 3C IDH1-R132H-HA IRES Cre,0987-pENTR 3C IDH1-R132H-HA IRES Cre.dna
0988,CRIPSR LV Mouse IDH1 (IDH1S4S8),CRIPSR LV Mouse IDH1 (IDH1S4S8),0988-CRIPSR LV Mouse IDH1 (IDH1S4S8).dna
0989,RCAS IDH1-R132H-HA IRES Cre,RCAS IDH1-R132H-HA IRES Cre,0989-RCAS IDH1-R132H-HA IRES Cre.dna
0990,FG12 CMV GFP Ppargc1a,FG12 CMV GFP Ppargc1a,0990-FG12 CMV GFP Ppargc1a.dna
0991,pDEST12.2 Ppargc1a,pDEST12.2 Ppargc1a,0991-pDEST12.2 Ppargc1a.dna
0992,pLKO puro shFak B,pLKO puro shFak B,0992-pLKO puro shFak B.dna
0993,pLKO puro shFak C,pLKO puro shFak C,0993-pLKO puro shFak C.dna
0994,pCMV-VSVG,pCMV-VSVG,0994-pCMV-VSVG.dna
0995,pCMV-dR8.2 dvpr,pCMV-dR8.2 dvpr,0995-pCMV-dR8.2 dvpr.dna
0996,pENTR 3C TRE3 IDH1-R132H-HA IRES Cre,pENTR 3C TRE3 IDH1-R132H-HA IRES Cre,0996-pENTR 3C TRE3 IDH1-R132H-HA IRES Cre.dna
0997,RCAN TRE3 IDH1-R132H-HA IRES Cre,RCAN TRE3 IDH1-R132H-HA IRES Cre,0997-RCAN TRE3 IDH1-R132H-HA IRES Cre.dna
0998,pCR8 GW/TOPO Fak,pCR8 GWTOPO Fak,0998-pCR8 GWTOPO Fak.dna
0999,ACZEGP TRE3 Braf V600E-V5-His,ACZEGP TRE3 Braf V600E-V5-His,0999-ACZEGP TRE3 Braf V600E-V5-His.dna
1000,RCAN TRE3 Braf V600E-V5-His,RCAN TRE3 Braf V600E-V5-His,1000-RCAN TRE3 Braf V600E-V5-His.dna
1001,pCR8 shRES(B) Fak,pCR8 shRES(B) Fak,1001-pCR8 shRES(B) Fak.dna
1002,pCR8 shRES(C) Fak,pCR8 shRES(C) Fak,1002-pCR8 shRES(C) Fak.dna
1003,pDEST12.2 shRES(B) Fak,pDEST12.2 shRES(B) Fak,1003-pDEST12.2 shRES(B) Fak.dna
1004,pDEST12.2 shRES(C) Fak,pDEST12.2 shRES(C) Fak,1004-pDEST12.2 shRES(C) Fak.dna
1005,pDEST12.2 Fak,pDEST12.2 Fak,1005-pDEST12.2 Fak.dna
1006,pMD2.G,pMD2.G,1006-pMD2.G.dna
1007,psPAK,psPAK,1007-psPAK.dna
1008,Ptk2-E1-S2-LV2-puro-A,Ptk2-E1-S2-LV2-puro-A,1008-Ptk2-E1-S2-LV2-puro-A.dna
1009,pCR8 GW TOPO HA-FAK,pCR8 GW TOPO HA-FAK,1009-pCR8 GW TOPO HA-FAK.dna
1010,pCR8 GW TOPO Ndel375 HA-FAK,pCR8 GW TOPO Ndel375 HA-FAK,1010-pCR8 GW TOPO Ndel375 HA-FAK.dna
1011,RCAS HA-FAK,RCAS HA-FAK,1011-RCAS HA-FAK.dna
1012,RCAS Ndel375 HA-FAK (used #15 DV),RCAS Ndel375 HA-FAK (used #15 DV),1012-RCAS Ndel375 HA-FAK (used #15 DV).dna
1013,RCAS FAK-HA (VanBrocklin Kinase Library),RCAS FAK-HA (VanBrocklin Kinase Library),1013-RCAS FAK-HA (VanBrocklin Kinase Library).dna
1014,pCR8 GW/TOPO HA-FAK (Y397E),pCR8 GWTOPO HA-FAK (Y397E),1014-pCR8 GWTOPO HA-FAK (Y397E).dna
1015,RCAS HA-FAK (Y397E),RCAS HA-FAK (Y397E),1015-RCAS HA-FAK (Y397E).dna
1016,pCR8 GW Dnm1l,pCR8 GW Dnm1l,1016-pCR8 GW Dnm1l.dna
1017,pCR8 GW Dnm1l (Mutant),pCR8 GW Dnm1l (Mutant),1017-pCR8 GW Dnm1l (Mutant).dna
1018,RCAS Dnm1l,RCAS Dnm1l,1018-RCAS Dnm1l.dna
1019,RCAS Dnm1l (Mutant),RCAS Dnm1l (Mutant),1019-RCAS Dnm1l (Mutant).dna
1020,pENTR-2B U6 SapI #3,pENTR-2B U6 SapI #3,1020-pENTR-2B U6 SapI #3.dna
1021,pDONR223_PIK3CA_p.H1047R,pDONR223_PIK3CA_p.H1047R,1021-pDONR223_PIK3CA_p.H1047R.dna
1022,pENTR-2B U6 sgRNA FUBP1 exon 1,pENTR-2B U6 sgRNA FUBP1 exon 1,1022-pENTR-2B U6 sgRNA FUBP1 exon 1.dna
